record_id,title,abstract,year,seed_theme,record_type,text_for_embedding,original_cluster_id,cluster,probability,cluster_display,cluster_theme,pc1_plot,pc2_plot,pc1_cluster,pc2_cluster,pc3_cluster,pc4_cluster
lung-cancer-r-0307,"Landscape review of osimertinib escape, pan-KRAS strategies, and PD-L1-high tumors","This review connects ALK progression, feedback signaling, checkpoint response, and residual disease. It frames the field around molecular profiling, mechanism of resistance, real-world evidence, and translational biomarker.",2022,review-like mixed corpus,review,"Landscape review of osimertinib escape, pan-KRAS strategies, and PD-L1-high tumors [SEP] This review connects ALK progression, feedback signaling, checkpoint response, and residual disease. It frames the field around molecular profiling, mechanism of resistance, real-world evidence, and translational biomarker.",0,1,1.0,Cluster 1,Review hub: osimertinib escape x pan-KRAS strategies,0.335476208319289,-0.042130354761891455,0.335476208319289,-0.042130354761891455,-0.08810612275318631,0.1524916864344931
lung-cancer-02-0488,KRAS pathway development in pan-KRAS strategies: study 488,"This study examines pan-KRAS strategies through KRAS inhibitor, adaptive pathway, and SHP2 biology. It also discusses links to ctDNA surveillance and plasma genotyping, alongside dose optimization and patient stratification.",2022,KRAS development,core,"KRAS pathway development in pan-KRAS strategies: study 488 [SEP] This study examines pan-KRAS strategies through KRAS inhibitor, adaptive pathway, and SHP2 biology. It also discusses links to ctDNA surveillance and plasma genotyping, alongside dose optimization and patient stratification.",3,4,1.0,Cluster 4,KRAS development,0.054078409744986344,0.22133457209989532,0.054078409744986344,0.22133457209989532,0.32264711087716086,-0.0974888826726471
lung-cancer-02-0002,KRAS pathway development in adaptive signaling: study 2,"This study examines adaptive signaling through adaptive pathway, SHP2 biology, and combination rationale. It also discusses links to residual disease and molecular monitoring, alongside patient stratification and dose optimization.",2022,KRAS development,core,"KRAS pathway development in adaptive signaling: study 2 [SEP] This study examines adaptive signaling through adaptive pathway, SHP2 biology, and combination rationale. It also discusses links to residual disease and molecular monitoring, alongside patient stratification and dose optimization.",9,10,0.9417634277749867,Cluster 10,KRAS development,-0.024880017519593855,0.21547200515684867,-0.024880017519593855,0.21547200515684867,0.27960433635337023,-0.1351569644509468
lung-cancer-r-0392,"Landscape review of CNS progression, KRAS G12C inhibition, and tumor mutational burden","This review connects ALK progression, combination rationale, tumor mutational burden, and plasma genotyping. It frames the field around dose optimization, validation cohort, mechanism of resistance, and early-phase trial.",2023,review-like mixed corpus,review,"Landscape review of CNS progression, KRAS G12C inhibition, and tumor mutational burden [SEP] This review connects ALK progression, combination rationale, tumor mutational burden, and plasma genotyping. It frames the field around dose optimization, validation cohort, mechanism of resistance, and early-phase trial.",4,5,1.0,Cluster 5,Review hub: CNS progression x KRAS G12C inhibition,0.2907608080941337,0.02230587318849379,0.2907608080941337,0.02230587318849379,-0.13096132079051828,0.08294818030132592
lung-cancer-03-0010,Biomarker selection in tumor mutational burden: study 10,"This study examines tumor mutational burden through selection logic, immune exclusion, and PD-L1 biomarker. It also discusses links to plasma genotyping and residual disease, alongside early-phase trial and real-world evidence.",2025,Immunotherapy biomarkers,core,"Biomarker selection in tumor mutational burden: study 10 [SEP] This study examines tumor mutational burden through selection logic, immune exclusion, and PD-L1 biomarker. It also discusses links to plasma genotyping and residual disease, alongside early-phase trial and real-world evidence.",17,18,0.9247316875056064,Cluster 18,Immunotherapy biomarkers,0.029358955984325193,-0.36046119366033175,0.029358955984325193,-0.36046119366033175,0.026247422582777426,-0.17327652727276005
lung-cancer-03-0199,Biomarker selection in STK11 co-mutation: study 199,"This study examines STK11 co-mutation through immune exclusion, tumor mutational burden, and PD-L1 biomarker. It also discusses links to residual disease and ctDNA surveillance, alongside mechanism of resistance and dose optimization.",2022,Immunotherapy biomarkers,core,"Biomarker selection in STK11 co-mutation: study 199 [SEP] This study examines STK11 co-mutation through immune exclusion, tumor mutational burden, and PD-L1 biomarker. It also discusses links to residual disease and ctDNA surveillance, alongside mechanism of resistance and dose optimization.",18,19,0.9654865920091718,Cluster 19,Immunotherapy biomarkers,-0.006600947628199772,-0.30145015684767096,-0.006600947628199772,-0.30145015684767096,-0.020333467369940305,-0.20042059014368555
lung-cancer-03-0395,Biomarker selection in STK11 co-mutation: study 395,"This study examines STK11 co-mutation through co-mutation effect, selection logic, and immune exclusion. It also discusses links to targeted escape and EGFR resistance, alongside translational biomarker and validation cohort.",2020,Immunotherapy biomarkers,core,"Biomarker selection in STK11 co-mutation: study 395 [SEP] This study examines STK11 co-mutation through co-mutation effect, selection logic, and immune exclusion. It also discusses links to targeted escape and EGFR resistance, alongside translational biomarker and validation cohort.",18,19,0.9805549290080645,Cluster 19,Immunotherapy biomarkers,0.0028514625588035546,-0.1978754428070426,0.0028514625588035546,-0.1978754428070426,-0.047937351188958685,-0.1719880129904115
lung-cancer-02-0090,KRAS pathway development in adaptive signaling: study 90,"This study examines adaptive signaling through combination rationale, KRAS inhibitor, and feedback signaling. It also discusses links to EGFR resistance and ALK progression, alongside clinical development and real-world evidence.",2020,KRAS development,core,"KRAS pathway development in adaptive signaling: study 90 [SEP] This study examines adaptive signaling through combination rationale, KRAS inhibitor, and feedback signaling. It also discusses links to EGFR resistance and ALK progression, alongside clinical development and real-world evidence.",9,10,0.9783752142498277,Cluster 10,KRAS development,0.05370595495123265,0.22788405094458647,0.05370595495123265,0.22788405094458647,0.23393501739231218,-0.11252543529234847
lung-cancer-02-0269,KRAS pathway development in KRAS G12C inhibition: study 269,"This study examines KRAS G12C inhibition through adaptive pathway, KRAS inhibitor, and development strategy. It also discusses links to plasma genotyping and molecular monitoring, alongside patient stratification and validation cohort.",2025,KRAS development,core,"KRAS pathway development in KRAS G12C inhibition: study 269 [SEP] This study examines KRAS G12C inhibition through adaptive pathway, KRAS inhibitor, and development strategy. It also discusses links to plasma genotyping and molecular monitoring, alongside patient stratification and validation cohort.",12,13,1.0,Cluster 13,KRAS development,0.012300113555723018,0.3036901260132691,0.012300113555723018,0.3036901260132691,0.24980856940550256,-0.14483151630199695
lung-cancer-01-0018,Resistance evolution in ALK-positive tumors: study 18,"This study examines ALK-positive tumors through targeted escape, acquired resistance, and EGFR resistance. It also discusses links to ctDNA surveillance and plasma genotyping, alongside clinical development and mechanism of resistance.",2025,EGFR and ALK resistance,core,"Resistance evolution in ALK-positive tumors: study 18 [SEP] This study examines ALK-positive tumors through targeted escape, acquired resistance, and EGFR resistance. It also discusses links to ctDNA surveillance and plasma genotyping, alongside clinical development and mechanism of resistance.",1,2,0.9864485495883719,Cluster 2,EGFR and ALK resistance,-0.0544729293103715,-0.04092340021728347,-0.0544729293103715,-0.04092340021728347,0.05346295069342464,0.3154218020853799
lung-cancer-03-0043,Biomarker selection in STK11 co-mutation: study 43,"This study examines STK11 co-mutation through tumor mutational burden, immune exclusion, and co-mutation effect. It also discusses links to plasma genotyping and residual disease, alongside mechanism of resistance and patient stratification.",2022,Immunotherapy biomarkers,core,"Biomarker selection in STK11 co-mutation: study 43 [SEP] This study examines STK11 co-mutation through tumor mutational burden, immune exclusion, and co-mutation effect. It also discusses links to plasma genotyping and residual disease, alongside mechanism of resistance and patient stratification.",18,19,0.9927909419258957,Cluster 19,Immunotherapy biomarkers,-0.04122291275210741,-0.2477907274279952,-0.04122291275210741,-0.2477907274279952,-0.04658980893261223,-0.18395213896344872
lung-cancer-03-0448,Biomarker selection in immune exclusion: study 448,"This study examines immune exclusion through selection logic, checkpoint response, and PD-L1 biomarker. It also discusses links to residual disease and liquid biopsy, alongside real-world evidence and mechanism of resistance.",2025,Immunotherapy biomarkers,core,"Biomarker selection in immune exclusion: study 448 [SEP] This study examines immune exclusion through selection logic, checkpoint response, and PD-L1 biomarker. It also discusses links to residual disease and liquid biopsy, alongside real-world evidence and mechanism of resistance.",17,18,0.881655488023306,Cluster 18,Immunotherapy biomarkers,0.0028523519607035154,-0.31228558834023795,0.0028523519607035154,-0.31228558834023795,0.06090030964258408,-0.12426186141335262
lung-cancer-x-0464,Integrated analysis of longitudinal plasma genotyping with osimertinib escape: study 464,"This paper links ctDNA surveillance and longitudinal sampling to CNS metastasis and line-of-therapy shift. The framing emphasizes real-world evidence, clinical development, and portfolio review across mixed translational contexts.",2021,ctDNA and monitoring + EGFR and ALK resistance,crossover,"Integrated analysis of longitudinal plasma genotyping with osimertinib escape: study 464 [SEP] This paper links ctDNA surveillance and longitudinal sampling to CNS metastasis and line-of-therapy shift. The framing emphasizes real-world evidence, clinical development, and portfolio review across mixed translational contexts.",21,22,0.9451327062740406,Cluster 22,Bridge: ctDNA and monitoring x EGFR and ALK resistance,-0.21490731993232903,0.1376925841115362,-0.21490731993232903,0.1376925841115362,-0.2804493162398776,0.011897354483097686
lung-cancer-01-0286,Resistance evolution in ALK-positive tumors: study 286,"This study examines ALK-positive tumors through ALK progression, EGFR resistance, and CNS metastasis. It also discusses links to KRAS inhibitor and development strategy, alongside mechanism of resistance and dose optimization.",2023,EGFR and ALK resistance,core,"Resistance evolution in ALK-positive tumors: study 286 [SEP] This study examines ALK-positive tumors through ALK progression, EGFR resistance, and CNS metastasis. It also discusses links to KRAS inhibitor and development strategy, alongside mechanism of resistance and dose optimization.",1,2,1.0,Cluster 2,EGFR and ALK resistance,0.035616536252401285,0.0047806667927691275,0.035616536252401285,0.0047806667927691275,0.09898869493188046,0.2775101185499148
lung-cancer-r-0139,"Landscape review of osimertinib escape, pan-KRAS strategies, and PD-L1-high tumors","This review connects CNS metastasis, feedback signaling, co-mutation effect, and longitudinal sampling. It frames the field around dose optimization, mechanism of resistance, real-world evidence, and translational biomarker.",2022,review-like mixed corpus,review,"Landscape review of osimertinib escape, pan-KRAS strategies, and PD-L1-high tumors [SEP] This review connects CNS metastasis, feedback signaling, co-mutation effect, and longitudinal sampling. It frames the field around dose optimization, mechanism of resistance, real-world evidence, and translational biomarker.",0,1,0.9842678593713325,Cluster 1,Review hub: osimertinib escape x pan-KRAS strategies,0.3479355787968582,-0.0319035679405665,0.3479355787968582,-0.0319035679405665,-0.11481052841410479,0.13321493713511232
lung-cancer-01-0429,Resistance evolution in EGFR-mutant disease: study 429,"This study examines EGFR-mutant disease through targeted escape, CNS metastasis, and line-of-therapy shift. It also discusses links to ctDNA surveillance and longitudinal sampling, alongside mechanism of resistance and validation cohort.",2022,EGFR and ALK resistance,core,"Resistance evolution in EGFR-mutant disease: study 429 [SEP] This study examines EGFR-mutant disease through targeted escape, CNS metastasis, and line-of-therapy shift. It also discusses links to ctDNA surveillance and longitudinal sampling, alongside mechanism of resistance and validation cohort.",11,12,0.9872646993146835,Cluster 12,EGFR and ALK resistance,-0.13132124954584465,0.08430192146110622,-0.13132124954584465,0.08430192146110622,-0.005204646523509668,0.2615122002973203
lung-cancer-03-0329,Biomarker selection in PD-L1-high tumors: study 329,"This study examines PD-L1-high tumors through checkpoint response, tumor mutational burden, and PD-L1 biomarker. It also discusses links to line-of-therapy shift and ALK progression, alongside clinical development and patient stratification.",2020,Immunotherapy biomarkers,core,"Biomarker selection in PD-L1-high tumors: study 329 [SEP] This study examines PD-L1-high tumors through checkpoint response, tumor mutational burden, and PD-L1 biomarker. It also discusses links to line-of-therapy shift and ALK progression, alongside clinical development and patient stratification.",10,11,0.9893672158095683,Cluster 11,Immunotherapy biomarkers,0.16650328358974814,-0.36805466427961536,0.16650328358974814,-0.36805466427961536,0.06734676611409343,-0.07166719205404501
lung-cancer-04-0449,Molecular monitoring for ctDNA resistance tracking: study 449,"This study examines ctDNA resistance tracking through longitudinal sampling, residual disease, and plasma genotyping. It also discusses links to development strategy and SHP2 biology, alongside patient stratification and translational biomarker.",2021,ctDNA and monitoring,core,"Molecular monitoring for ctDNA resistance tracking: study 449 [SEP] This study examines ctDNA resistance tracking through longitudinal sampling, residual disease, and plasma genotyping. It also discusses links to development strategy and SHP2 biology, alongside patient stratification and translational biomarker.",15,16,0.9864250176847768,Cluster 16,ctDNA and monitoring,-0.2970862978155057,-0.034007371011171614,-0.2970862978155057,-0.034007371011171614,0.015605342874999286,0.022249176903227145
lung-cancer-02-0170,KRAS pathway development in adaptive signaling: study 170,"This study examines adaptive signaling through feedback signaling, development strategy, and adaptive pathway. It also discusses links to molecular monitoring and longitudinal sampling, alongside molecular profiling and clinical development.",2022,KRAS development,core,"KRAS pathway development in adaptive signaling: study 170 [SEP] This study examines adaptive signaling through feedback signaling, development strategy, and adaptive pathway. It also discusses links to molecular monitoring and longitudinal sampling, alongside molecular profiling and clinical development.",9,10,1.0,Cluster 10,KRAS development,-0.03151051485918264,0.18831629900774544,-0.03151051485918264,0.18831629900774544,0.24231346211308977,-0.13800645628455593
lung-cancer-01-0032,Resistance evolution in CNS progression: study 32,"This study examines CNS progression through line-of-therapy shift, EGFR resistance, and CNS metastasis. It also discusses links to tumor mutational burden and immune exclusion, alongside dose optimization and real-world evidence.",2021,EGFR and ALK resistance,core,"Resistance evolution in CNS progression: study 32 [SEP] This study examines CNS progression through line-of-therapy shift, EGFR resistance, and CNS metastasis. It also discusses links to tumor mutational burden and immune exclusion, alongside dose optimization and real-world evidence.",13,14,1.0,Cluster 14,EGFR and ALK resistance,-0.0016292868749542388,-0.07485109880053102,-0.0016292868749542388,-0.07485109880053102,0.05103442411529072,0.17361596390719022
lung-cancer-03-0342,Biomarker selection in tumor mutational burden: study 342,"This study examines tumor mutational burden through selection logic, immune exclusion, and checkpoint response. It also discusses links to KRAS inhibitor and combination rationale, alongside early-phase trial and molecular profiling.",2021,Immunotherapy biomarkers,core,"Biomarker selection in tumor mutational burden: study 342 [SEP] This study examines tumor mutational burden through selection logic, immune exclusion, and checkpoint response. It also discusses links to KRAS inhibitor and combination rationale, alongside early-phase trial and molecular profiling.",17,18,0.9472016761756175,Cluster 18,Immunotherapy biomarkers,0.08686902234067043,-0.26910012682091616,0.08686902234067043,-0.26910012682091616,0.09846372268171406,-0.22190855526559797
lung-cancer-02-0223,KRAS pathway development in SHP2 combinations: study 223,"This study examines SHP2 combinations through KRAS inhibitor, combination rationale, and feedback signaling. It also discusses links to immune exclusion and co-mutation effect, alongside portfolio review and mechanism of resistance.",2021,KRAS development,core,"KRAS pathway development in SHP2 combinations: study 223 [SEP] This study examines SHP2 combinations through KRAS inhibitor, combination rationale, and feedback signaling. It also discusses links to immune exclusion and co-mutation effect, alongside portfolio review and mechanism of resistance.",7,8,1.0,Cluster 8,KRAS development,0.10627052007225686,0.12605308303759333,0.10627052007225686,0.12605308303759333,0.2584384467728279,-0.11817661407462426
lung-cancer-02-0452,KRAS pathway development in pan-KRAS strategies: study 452,"This study examines pan-KRAS strategies through adaptive pathway, SHP2 biology, and combination rationale. It also discusses links to liquid biopsy and plasma genotyping, alongside translational biomarker and early-phase trial.",2022,KRAS development,core,"KRAS pathway development in pan-KRAS strategies: study 452 [SEP] This study examines pan-KRAS strategies through adaptive pathway, SHP2 biology, and combination rationale. It also discusses links to liquid biopsy and plasma genotyping, alongside translational biomarker and early-phase trial.",3,4,0.9894058236017086,Cluster 4,KRAS development,0.062242882000470304,0.20798469412982862,0.062242882000470304,0.20798469412982862,0.299454397940371,-0.11298114903895402
lung-cancer-04-0415,Molecular monitoring for adjuvant surveillance: study 415,"This study examines adjuvant surveillance through residual disease, ctDNA surveillance, and plasma genotyping. It also discusses links to ALK progression and EGFR resistance, alongside portfolio review and dose optimization.",2023,ctDNA and monitoring,core,"Molecular monitoring for adjuvant surveillance: study 415 [SEP] This study examines adjuvant surveillance through residual disease, ctDNA surveillance, and plasma genotyping. It also discusses links to ALK progression and EGFR resistance, alongside portfolio review and dose optimization.",6,7,1.0,Cluster 7,ctDNA and monitoring,-0.2572063874173575,-0.07148843111460211,-0.2572063874173575,-0.07148843111460211,0.0841817395826707,0.1739062774472714
lung-cancer-x-0294,Integrated analysis of adaptive signaling with STK11 co-mutation: study 294,"This paper links development strategy and adaptive pathway to co-mutation effect and selection logic. The framing emphasizes clinical development, portfolio review, and early-phase trial across mixed translational contexts.",2025,KRAS development + Immunotherapy biomarkers,crossover,"Integrated analysis of adaptive signaling with STK11 co-mutation: study 294 [SEP] This paper links development strategy and adaptive pathway to co-mutation effect and selection logic. The framing emphasizes clinical development, portfolio review, and early-phase trial across mixed translational contexts.",16,17,1.0,Cluster 17,Bridge: KRAS development x Immunotherapy biomarkers,-0.017034352561789555,0.14909062572971088,-0.017034352561789555,0.14909062572971088,-0.25405482464780826,-0.2998306889807457
lung-cancer-01-0215,Resistance evolution in osimertinib escape: study 215,"This study examines osimertinib escape through acquired resistance, EGFR resistance, and line-of-therapy shift. It also discusses links to immune exclusion and selection logic, alongside early-phase trial and patient stratification.",2024,EGFR and ALK resistance,core,"Resistance evolution in osimertinib escape: study 215 [SEP] This study examines osimertinib escape through acquired resistance, EGFR resistance, and line-of-therapy shift. It also discusses links to immune exclusion and selection logic, alongside early-phase trial and patient stratification.",14,15,0.9815046047099193,Cluster 15,EGFR and ALK resistance,-0.05099055583601901,-0.03353613045146899,-0.05099055583601901,-0.03353613045146899,0.004802545476564182,0.18431404654296202
lung-cancer-02-0490,KRAS pathway development in adaptive signaling: study 490,"This study examines adaptive signaling through feedback signaling, combination rationale, and KRAS inhibitor. It also discusses links to co-mutation effect and selection logic, alongside dose optimization and translational biomarker.",2024,KRAS development,core,"KRAS pathway development in adaptive signaling: study 490 [SEP] This study examines adaptive signaling through feedback signaling, combination rationale, and KRAS inhibitor. It also discusses links to co-mutation effect and selection logic, alongside dose optimization and translational biomarker.",9,10,1.0,Cluster 10,KRAS development,0.05375082645537674,0.15027088365956504,0.05375082645537674,0.15027088365956504,0.2219622806249017,-0.2211190834056864
lung-cancer-03-0165,Biomarker selection in PD-L1-high tumors: study 165,"This study examines PD-L1-high tumors through PD-L1 biomarker, tumor mutational burden, and co-mutation effect. It also discusses links to combination rationale and KRAS inhibitor, alongside mechanism of resistance and molecular profiling.",2024,Immunotherapy biomarkers,core,"Biomarker selection in PD-L1-high tumors: study 165 [SEP] This study examines PD-L1-high tumors through PD-L1 biomarker, tumor mutational burden, and co-mutation effect. It also discusses links to combination rationale and KRAS inhibitor, alongside mechanism of resistance and molecular profiling.",10,11,0.9831467732141692,Cluster 11,Immunotherapy biomarkers,0.17517974508210682,-0.35215677137606316,0.17517974508210682,-0.35215677137606316,0.09098157750234072,-0.15556113861151769
lung-cancer-r-0293,"Landscape review of EGFR-mutant disease, adaptive signaling, and STK11 co-mutation","This review connects targeted escape, adaptive pathway, PD-L1 biomarker, and plasma genotyping. It frames the field around early-phase trial, clinical development, mechanism of resistance, and real-world evidence.",2020,review-like mixed corpus,review,"Landscape review of EGFR-mutant disease, adaptive signaling, and STK11 co-mutation [SEP] This review connects targeted escape, adaptive pathway, PD-L1 biomarker, and plasma genotyping. It frames the field around early-phase trial, clinical development, mechanism of resistance, and real-world evidence.",5,6,1.0,Cluster 6,Review hub: EGFR-mutant disease x adaptive signaling,0.2506129825516681,0.07959109698262995,0.2506129825516681,0.07959109698262995,-0.2416714330633498,0.0875226115732889
lung-cancer-x-0006,Integrated analysis of adaptive signaling with STK11 co-mutation: study 6,"This paper links feedback signaling and combination rationale to immune exclusion and tumor mutational burden. The framing emphasizes clinical development, real-world evidence, and translational biomarker across mixed translational contexts.",2025,KRAS development + Immunotherapy biomarkers,crossover,"Integrated analysis of adaptive signaling with STK11 co-mutation: study 6 [SEP] This paper links feedback signaling and combination rationale to immune exclusion and tumor mutational burden. The framing emphasizes clinical development, real-world evidence, and translational biomarker across mixed translational contexts.",16,17,1.0,Cluster 17,Bridge: KRAS development x Immunotherapy biomarkers,-0.006256613026063152,0.08038364896160635,-0.006256613026063152,0.08038364896160635,-0.2792863633961176,-0.38114770439094375
lung-cancer-01-0327,Resistance evolution in osimertinib escape: study 327,"This study examines osimertinib escape through line-of-therapy shift, acquired resistance, and targeted escape. It also discusses links to plasma genotyping and longitudinal sampling, alongside portfolio review and validation cohort.",2022,EGFR and ALK resistance,core,"Resistance evolution in osimertinib escape: study 327 [SEP] This study examines osimertinib escape through line-of-therapy shift, acquired resistance, and targeted escape. It also discusses links to plasma genotyping and longitudinal sampling, alongside portfolio review and validation cohort.",14,15,1.0,Cluster 15,EGFR and ALK resistance,-0.12407950677178131,0.02493881526910729,-0.12407950677178131,0.02493881526910729,-0.006783802858264005,0.2568897035470868
lung-cancer-02-0061,KRAS pathway development in KRAS G12C inhibition: study 61,"This study examines KRAS G12C inhibition through combination rationale, adaptive pathway, and feedback signaling. It also discusses links to selection logic and tumor mutational burden, alongside validation cohort and patient stratification.",2021,KRAS development,core,"KRAS pathway development in KRAS G12C inhibition: study 61 [SEP] This study examines KRAS G12C inhibition through combination rationale, adaptive pathway, and feedback signaling. It also discusses links to selection logic and tumor mutational burden, alongside validation cohort and patient stratification.",12,13,0.9768444108133403,Cluster 13,KRAS development,0.11158837946602505,0.2156413471984521,0.11158837946602505,0.2156413471984521,0.24921813240518828,-0.23563996598017653
lung-cancer-03-0384,Biomarker selection in immune exclusion: study 384,"This study examines immune exclusion through selection logic, co-mutation effect, and immune exclusion. It also discusses links to adaptive pathway and KRAS inhibitor, alongside patient stratification and dose optimization.",2021,Immunotherapy biomarkers,core,"Biomarker selection in immune exclusion: study 384 [SEP] This study examines immune exclusion through selection logic, co-mutation effect, and immune exclusion. It also discusses links to adaptive pathway and KRAS inhibitor, alongside patient stratification and dose optimization.",17,18,0.9124196412439766,Cluster 18,Immunotherapy biomarkers,0.061509511463857865,-0.2037892793910997,0.061509511463857865,-0.2037892793910997,0.10111182541619339,-0.18116344223489472
lung-cancer-04-0225,Molecular monitoring for ctDNA resistance tracking: study 225,"This study examines ctDNA resistance tracking through plasma genotyping, ctDNA surveillance, and residual disease. It also discusses links to immune exclusion and PD-L1 biomarker, alongside clinical development and translational biomarker.",2025,ctDNA and monitoring,core,"Molecular monitoring for ctDNA resistance tracking: study 225 [SEP] This study examines ctDNA resistance tracking through plasma genotyping, ctDNA surveillance, and residual disease. It also discusses links to immune exclusion and PD-L1 biomarker, alongside clinical development and translational biomarker.",15,16,0.9756506480068217,Cluster 16,ctDNA and monitoring,-0.2662362956221665,-0.17101076796105003,-0.2662362956221665,-0.17101076796105003,-0.004821421179743195,-0.01284105904175896
lung-cancer-03-0087,Biomarker selection in STK11 co-mutation: study 87,"This study examines STK11 co-mutation through co-mutation effect, checkpoint response, and tumor mutational burden. It also discusses links to development strategy and KRAS inhibitor, alongside mechanism of resistance and early-phase trial.",2024,Immunotherapy biomarkers,core,"Biomarker selection in STK11 co-mutation: study 87 [SEP] This study examines STK11 co-mutation through co-mutation effect, checkpoint response, and tumor mutational burden. It also discusses links to development strategy and KRAS inhibitor, alongside mechanism of resistance and early-phase trial.",18,19,0.9984116005783829,Cluster 19,Immunotherapy biomarkers,0.04566791258054338,-0.15954001691956057,0.04566791258054338,-0.15954001691956057,0.000709161488513278,-0.2414421797879541
lung-cancer-r-0184,"Landscape review of CNS progression, KRAS G12C inhibition, and tumor mutational burden","This review connects CNS metastasis, KRAS inhibitor, selection logic, and residual disease. It frames the field around molecular profiling, dose optimization, patient stratification, and validation cohort.",2025,review-like mixed corpus,review,"Landscape review of CNS progression, KRAS G12C inhibition, and tumor mutational burden [SEP] This review connects CNS metastasis, KRAS inhibitor, selection logic, and residual disease. It frames the field around molecular profiling, dose optimization, patient stratification, and validation cohort.",4,5,1.0,Cluster 5,Review hub: CNS progression x KRAS G12C inhibition,0.2889709480044763,0.06230376052583736,0.2889709480044763,0.06230376052583736,-0.09457307486053214,0.0902506514236358
lung-cancer-01-0342,Resistance evolution in ALK-positive tumors: study 342,"This study examines ALK-positive tumors through EGFR resistance, line-of-therapy shift, and ALK progression. It also discusses links to residual disease and molecular monitoring, alongside patient stratification and dose optimization.",2025,EGFR and ALK resistance,core,"Resistance evolution in ALK-positive tumors: study 342 [SEP] This study examines ALK-positive tumors through EGFR resistance, line-of-therapy shift, and ALK progression. It also discusses links to residual disease and molecular monitoring, alongside patient stratification and dose optimization.",1,2,0.9934454256712535,Cluster 2,EGFR and ALK resistance,-0.04682311047643054,-0.05454712398743953,-0.04682311047643054,-0.05454712398743953,0.06631955387213669,0.34594470491779317
lung-cancer-04-0154,Molecular monitoring for minimal residual disease: study 154,"This study examines minimal residual disease through molecular monitoring, ctDNA surveillance, and plasma genotyping. It also discusses links to EGFR resistance and line-of-therapy shift, alongside portfolio review and patient stratification.",2020,ctDNA and monitoring,core,"Molecular monitoring for minimal residual disease: study 154 [SEP] This study examines minimal residual disease through molecular monitoring, ctDNA surveillance, and plasma genotyping. It also discusses links to EGFR resistance and line-of-therapy shift, alongside portfolio review and patient stratification.",8,9,0.9575025875894561,Cluster 9,ctDNA and monitoring,-0.3069897366476128,-0.06492434593946586,-0.3069897366476128,-0.06492434593946586,0.07442876815155136,0.20631987730036974
lung-cancer-01-0148,Resistance evolution in CNS progression: study 148,"This study examines CNS progression through EGFR resistance, CNS metastasis, and line-of-therapy shift. It also discusses links to combination rationale and KRAS inhibitor, alongside translational biomarker and portfolio review.",2023,EGFR and ALK resistance,core,"Resistance evolution in CNS progression: study 148 [SEP] This study examines CNS progression through EGFR resistance, CNS metastasis, and line-of-therapy shift. It also discusses links to combination rationale and KRAS inhibitor, alongside translational biomarker and portfolio review.",13,14,0.9947208533643981,Cluster 14,EGFR and ALK resistance,-0.010761203782331141,0.07250009736583511,-0.010761203782331141,0.07250009736583511,0.09655089600413644,0.20031859220462417
lung-cancer-x-0340,Integrated analysis of longitudinal plasma genotyping with osimertinib escape: study 340,"This paper links residual disease and ctDNA surveillance to ALK progression and EGFR resistance. The framing emphasizes early-phase trial, clinical development, and real-world evidence across mixed translational contexts.",2023,ctDNA and monitoring + EGFR and ALK resistance,crossover,"Integrated analysis of longitudinal plasma genotyping with osimertinib escape: study 340 [SEP] This paper links residual disease and ctDNA surveillance to ALK progression and EGFR resistance. The framing emphasizes early-phase trial, clinical development, and real-world evidence across mixed translational contexts.",21,22,0.9551955136624216,Cluster 22,Bridge: ctDNA and monitoring x EGFR and ALK resistance,-0.23296311572926634,0.13866476482317977,-0.23296311572926634,0.13866476482317977,-0.29146125809291146,0.003115111998658852
lung-cancer-x-0413,Integrated analysis of EGFR-mutant disease with KRAS G12C inhibition: study 413,"This paper links line-of-therapy shift and targeted escape to feedback signaling and combination rationale. The framing emphasizes patient stratification, dose optimization, and real-world evidence across mixed translational contexts.",2024,EGFR and ALK resistance + KRAS development,crossover,"Integrated analysis of EGFR-mutant disease with KRAS G12C inhibition: study 413 [SEP] This paper links line-of-therapy shift and targeted escape to feedback signaling and combination rationale. The framing emphasizes patient stratification, dose optimization, and real-world evidence across mixed translational contexts.",19,20,0.9674453563555298,Cluster 20,Bridge: EGFR and ALK resistance x KRAS development,-0.054443959895779506,0.32373846198965506,-0.054443959895779506,0.32373846198965506,-0.21032985037059443,-0.11065063202982307
lung-cancer-03-0108,Biomarker selection in immune exclusion: study 108,"This study examines immune exclusion through tumor mutational burden, selection logic, and immune exclusion. It also discusses links to development strategy and feedback signaling, alongside mechanism of resistance and clinical development.",2021,Immunotherapy biomarkers,core,"Biomarker selection in immune exclusion: study 108 [SEP] This study examines immune exclusion through tumor mutational burden, selection logic, and immune exclusion. It also discusses links to development strategy and feedback signaling, alongside mechanism of resistance and clinical development.",17,18,0.9300983284574096,Cluster 18,Immunotherapy biomarkers,0.07857819709666593,-0.26154811753939416,0.07857819709666593,-0.26154811753939416,0.09937193663366072,-0.1999544635610456
